id	category	descript
2130	FOOD	It is very overpriced and not very tasty.
2131	FOOD	The food was well prepared and the service impecable.
2132	MISC	Warning: You may find it difficult to dine at other Japanese restaurants after a visit to Mizu!
2133	MISC	Wonderful at holiday time.
2134	FOOD	Everything is delicious, though, my gf and I come here once a week sometimes- you will get addicted!
2135	MISC	There are other Vietnamese restaurants in the chinatown area and you can forget about those.
2136	MISC	All in all a wonderful experience, can't wait to come back.
2137	FOOD	The first time the sushi was outstanding, the second time it was a little bland.
2138	MISC	After being told that our party of three would be seated in 10 minutes and watching other parties (multiples of 2 and higher) seated for 40 minutes, the three of us were squished into a small 2-person table.
2139	FOOD	While it's not Nobu, it sure is a great deal and you definitely will leave feeling satisfied and full.
2140	FOOD	the food was undercooked-the sauce watery, and the vegetables raw.
2141	FOOD	The sandwhiches are out-of-this world!
2142	FOOD	Bagels are ok, but be sure not to make any special requests!
2143	MISC	I was here a few weeks back and we had the worst customer service experience at a restaurant ever.
2144	PAS	The only fallback on this restaurant is the prices.
2145	FOOD	Food was okay, nothing great.
2146	FOOD	They even have a section in the menu called American Chinese food!
2147	FOOD	Had 1 appetizer, 2 entrees and 2 cokes and the bill was ~$55.00, not including tip.
2148	MISC	Went to Village last night for my birthday.
2149	PAS	We were planning to get dessert but the waitress basically through the bill at us before we had a chance to order.
2150	PAS	The place was nice and calm.
2151	FOOD	I had the mango chicken and i can't go on to tell you how delicious that was and the presentation was beatiful.
2152	FOOD	Several of the dim sum orders had about 6-8 pieces.
2153	FOOD	The rest of the menu is limited by everything is good eats.
2154	PAS	Got club soda, filled with ice, no lime.
2155	MISC	Tuk Tuk is one of the rare choices for me to go in Brooklyn.
2156	MISC	We just ate at Kai and were disapointed.
2157	PAS	The staff are attentive, and have smiles on their faces.
2158	MISC	The website and rating makes this place look wonderful but in reality it was very disappointing.
2159	PAS	I think the stuff was better than Disney.
2160	FOOD	Not impressed with the food.
2161	MISC	VT is what baby pizzas hope to be when they grow up.
2162	FOOD	So if you want a nice, enjoyable meal at Montparnasse, go early for the pre-theater prix-fixe.
2163	FOOD	The chicken and steak were seasoned and cooked to perfection, and the lamb sandwhich is great for heartier appetites.
2164	FOOD	The bruscetta is a bit soggy, but the salads were fresh, included a nice mix of greens (not iceberg) all dishes are served piping hot from the kitchen.
2165	MISC	It could have been handled better.
2166	FOOD	Food doesn't appear to be cooked on premisis but there's a high turnover so its pretty fresh.
2167	PAS	The ambience was nice, but service wasn't so great.
2168	FOOD	The quality of food at this restaurant accompanied  by fantastic live jazz makes this place a perfect 10!
2169	PAS	The service was superb, they treat you like family.
2170	FOOD	Salads are a delicious way to begin the meal.
2171	FOOD	I didn't expect to like Nosh as much as I did, but the pastrami on challah sandwich I had was otherworldly, the soups are like Mom's, and the knishes give Yonah Schimmel's a run for its money.
2172	PAS	We were treated with attitude ever since the moment we stepped into the restaurant!
2173	FOOD	The pizza was pretty good and huge.
2174	MISC	I pray it stays open forever.
2175	FOOD	The steak was excellent and one of the best I have had (I tasted the butter intitally but in no way did it overwhelm the flavor of the meat).
2176	PAS	Appetizers are somewhere around $7 each and the main dishes are between $11 and $16.
2177	MISC	It was wonderful.
2178	MISC	It is simply amazing.
2179	MISC	Really.
2180	PAS	Both times I was extremely dissappointed by the service, which was boarderline rude.
2181	MISC	Perhaps it was an off night, but it was suprisingly average for a 9.3 rating.
2182	MISC	By the time we were done, it was past 1:00am.
2183	PAS	It is kinda nosiy and the tables are close together but it's still a beautiful place to enjoy a nice dinner.
2184	MISC	If you live in Upper Manhattan, Siam Square is THE place for Thia food.
2185	FOOD	The food was actually aweful.
2186	MISC	You won't find that anywhere in Manhattan.
2187	FOOD	I was pretty much full after our fondue appetizer.
2188	FOOD	I had the cod with paella (spicy and very filling, I'm a big eater and could only eat half) while my boyfriend had the classic fish and chips (again, a big serving - at least 5 pieces of fish and a basketful of fries).
2189	FOOD	It was so bad I actually refused to pay for my food.
2190	MISC	if this happens, just ask for real naan.
2191	FOOD	The hot and sour soup was unbearably hot and tasted of only pepper and nothing else.
2192	MISC	You'll adore it.
2193	MISC	Leave the kids at home!
2194	PAS	If your visiting, you'll enjoy the ambiance and the fact that it's in Time Sq...
2195	MISC	It was a very nice surprise.
2196	PAS	I know this is the case in many nyc eateries, but here, they really cram you in to the point where it's borderline uncomfortable.
2197	MISC	Everything about this restaurant was special.
2198	MISC	Bring your appetites.
2199	FOOD	This is an amazing place to try some roti rolls.
2200	FOOD	We've been to Grocery three times and not once has an item on the menu disappointed.
2201	FOOD	Their wines by the glass are a great accompaniment and you can eat like a king with wine for under $30.
2202	FOOD	I had never had Edamame pureed before but I thought it was innovative and tasty (could've used a bit more salt).
2203	FOOD	Of course the reason its so packed is because the food is so delicious!
2204	FOOD	The menu choices are similar but the taste lacked more flavor than it looked.
2205	MISC	I hate this.
2206	PAS	Odd for Ave B, not just odd, The place attracts an eclectic crowd to say the least.
2207	MISC	Want to impress?
2208	FOOD	Try the cheesecake!
2209	FOOD	The makhani was OK --the korma was bland.
2210	FOOD	But the coconut rice was good.
2211	PAS	The outdoor atmosphere of sitting on the sidewalk watching the world go by 50 feet away on 6th avenue on a cool evening was wonderful.
2212	PAS	This is definitely an  excellent date spot because of the ambiance and on the weekends the  night scene is more than alive.
2213	FOOD	I always get the Shabu-Shabu dinner and the beef is always fresh.
2214	FOOD	The grilled cheese at home afterwards was better.!!
2215	FOOD	Get the soup and a nosh (pastrami sandwich) for $8 and you're golden.
2216	MISC	this place is amazingly bad.
2217	MISC	They outshine HH.
2218	MISC	Not only would I not recommend Jimmy's restaurants to friends, I would strongly suggest they go anywhere but.
2219	FOOD	This place is worth going even if only for their beer.
2220	FOOD	They have a huge selection of different cream cheeses and all of their salads are great.
2221	FOOD	I have lived in Japan for 7 years and the taste of the food and the feel of the restaurant is like being back in Japan.
2222	PAS	We were also seated promptly at the time of our reservation and the service was very quick and professional.
2223	PAS	sandwiches tho pricey are over stuffed - can serve 2 persons easily thus cost effective!
2224	FOOD	Other than being a little crowded and a bit overpriced, the atmosphere is filled with energy (and the beautiful people of course) and the food was surprising good!
2225	FOOD	For many people, this may not seem like Aunthentic Thai food because most places in NYC arent quite authentic.
2226	MISC	If you are a carnivore, come hungry and you will leave more satisfied than you have ever been.
2227	PAS	All we received was an apology as we left to see our show without dinner.
2228	MISC	so i thought why not change it up a bit.
2229	PAS	We, there were four of us, arrived at noon - the place was empty - and the staff acted like we were imposing on them and they were very rude.
2230	MISC	Rosario's is without a doubt one of the greatest pizzerias in existence.
2231	FOOD	I also ordered the Change Mojito, which was out of this world.
2232	FOOD	Orsay, is without a doubt one of the best values for authentic French food in NYC.
2233	MISC	Open late (well as late as I ever got there and I'm a night person)
2234	PAS	Prices are in line.
2235	MISC	Walk-ins are risky too.
2236	MISC	instead ordered an ice cold beer which to me works with indian.
2237	MISC	I recommend getting a reservation even though we saw people seated without one.
2238	FOOD	Not a small feat for good french food in the area.
2239	FOOD	They have authentic Indian at amazin prices.
